,n_active,n_active_priv,n_active_upriv,n_waiting,n_waiting_priv,n_waiting_upriv,n_found_jobs,n_found_jobs_priv,n_found_jobs_upriv,Tu_found_jobs,Tu_found_jobs_upriv,Tu_found_jobs_priv,accuracy,recall,precision,accuracy_priv,recall_priv,precision_priv,accuracy_upriv,recall_upriv,precision_upriv,s_all,s_priv,s_upriv,frac_upriv,frac_pred_highpros_hist,frac_pred_lowpros_hist,frac_true_highpros_hist,frac_true_lowpros_hist,frac_highpros_pred,frac_highpros_true,mean_Tu_current,mean_Tu_priv_current,mean_Tu_upriv_current,frac_upriv_in_highpros,fraction_real_highpros_flipped_to_lowpros,fraction_real_lowpros_flipped_to_highpros,fraction_of_lowpros_correctly_highpros_after_flipping,BGSD,BGTuD_current,BGaccuracyD,BGprecisionD,BGrecallD,inbal_waiting,coef1,coef2
199,10000,1834,8166,0,0,0,556,293,263,6.890287769784172,11.34980988593156,2.887372013651877,,,,,,,,,,-0.7596999501778376,-0.4740576419370893,-0.8238522883254659,0.8166,,,,,,,39.4801,26.803162486368592,42.32721038452119,,,,,0.34979464638837654,-15.524047898152595,,,,0.0,,
200,10000,1855,8145,0,0,0,584,291,293,7.212328767123288,10.665529010238908,3.7353951890034365,,,,,,,,,,-0.7585593828861794,-0.4584603131875438,-0.826906070951369,0.8145,,,,,,,39.7783,26.5822102425876,42.78367096378146,,,,,0.3684457577638252,-16.20146072119386,,,,0.0,,
201,10000,1875,8125,0,0,0,606,319,287,7.952145214521452,12.721254355400697,3.6614420062695925,,,,,,,,,,-0.7565889775574546,-0.45316725354487375,-0.8266093754065117,0.8125,,,,,,,39.4379,26.2256,42.48689230769231,,,,,0.37344212186163794,-16.261292307692308,,,,0.0,,
202,10000,1894,8106,0,0,0,612,332,280,7.506535947712418,11.789285714285715,3.894578313253012,,,,,,,,,,-0.7514225559631988,-0.4464202810504129,-0.8226875829413406,0.8106,,,,,,,38.9578,25.77455121436114,42.038119911176906,,,,,0.37626730189092766,-16.263568696815767,,,,0.0,,
203,10000,1926,8074,0,0,0,608,317,291,6.391447368421052,10.075601374570446,3.0094637223974763,,,,,,,,,,-0.7471950701675029,-0.43701791289999,-0.821185806468869,0.8074,,,,,,,38.559,25.145379023883695,41.75873173148378,,,,,0.384167893568879,-16.613352707600082,,,,0.0,,
204,10000,1939,8061,0,0,0,617,338,279,6.27228525121556,10.075268817204302,3.133136094674556,,,,,,,,,,-0.7473132381834771,-0.439401682111953,-0.8213785535565926,0.8061,,,,,,,38.2821,24.520371325425476,41.59235826820494,,,,,0.3819768714446396,-17.071986942779464,,,,0.0,,
205,10000,1915,8085,0,0,0,646,353,293,6.784829721362229,10.911262798634812,3.359773371104816,,,,,,,,,,-0.7480039128259117,-0.4476704361845533,-0.8191404134775137,0.8085,,,,,,,38.1631,24.825587467362926,41.32220160791589,,,,,0.37146997729296033,-16.496614140552968,,,,0.0,,
206,10000,1926,8074,0,0,0,665,350,315,7.5473684210526315,11.393650793650794,4.085714285714285,,,,,,,,,,-0.7442416463638155,-0.4391980560830825,-0.8170078037679139,0.8074,,,,,,,37.9382,24.59657320872274,41.1207579886054,,,,,0.37780974768483144,-16.524184779882656,,,,0.0,,
207,10000,1927,8073,0,0,0,652,361,291,5.567484662576687,8.484536082474227,3.21606648199446,,,,,,,,,,-0.7403745150300375,-0.4291019992158925,-0.8146742967684071,0.8073,,,,,,,37.6212,24.269330565646083,40.8082497212932,,,,,0.3855722975525146,-16.53891915564712,,,,0.0,,
208,10000,1940,8060,0,0,0,649,354,295,5.126348228043144,8.589830508474575,2.2401129943502824,,,,,,,,,,-0.7389889300021376,-0.42938761205212045,-0.813508353925591,0.806,,,,,,,37.4459,24.248453608247424,40.622456575682385,,,,,0.3841207418734705,-16.37400296743496,,,,0.0,,
209,10000,1937,8063,0,0,0,691,375,316,7.309696092619392,11.629746835443038,3.6693333333333333,,,,,,,,,,-0.738651633999329,-0.43341450945165083,-0.811979714149255,0.8063,,,,,,,37.0839,24.22715539494063,40.17251643308942,,,,,0.37856520469760413,-15.94536103814879,,,,0.0,,
210,10000,1961,8039,0,0,0,686,354,332,6.98396501457726,10.563253012048193,3.6271186440677967,,,,,,,,,,-0.7345894647641814,-0.42276537273882986,-0.8106545281379487,0.8039,,,,,,,36.7686,23.722590515043347,39.95098892897126,,,,,0.38788915539911883,-16.228398413927916,,,,0.0,,
211,10000,1992,8008,0,0,0,716,384,332,6.195530726256983,10.114457831325302,2.8072916666666665,,,,,,,,,,-0.7337324107395022,-0.413318982302471,-0.8134356511798826,0.8008,,,,,,,36.5868,23.299698795180724,39.89198301698302,,,,,0.4001166688774116,-16.592284221802295,,,,0.0,,
212,10000,1992,8008,0,0,0,700,389,311,6.6657142857142855,11.67524115755627,2.660668380462725,,,,,,,,,,-0.7370200256900781,-0.4348148920147809,-0.8121939300708463,0.8008,,,,,,,36.4139,23.22991967871486,39.69343156843157,,,,,0.3773790380560654,-16.46351188971671,,,,0.0,,
213,10000,1973,8027,0,0,0,667,366,301,5.539730134932534,8.830564784053156,2.8333333333333335,,,,,,,,,,-0.7376270698200682,-0.4439987352318324,-0.8097995756307806,0.8027,,,,,,,36.4727,23.598580841358338,39.637099788214776,,,,,0.3658008403989482,-16.03851894685644,,,,0.0,,
214,10000,1990,8010,0,0,0,676,349,327,6.326923076923077,9.963302752293577,2.9197707736389686,,,,,,,,,,-0.7369894005125851,-0.4369663157850586,-0.8115269708756037,0.801,,,,,,,36.3411,23.34572864321608,39.56966292134832,,,,,0.37456065509054504,-16.223934278132237,,,,0.0,,
215,10000,1995,8005,0,0,0,694,371,323,5.674351585014409,9.136222910216718,2.660377358490566,,,,,,,,,,-0.7377412592823929,-0.4386161559033989,-0.8122889896060772,0.8005,,,,,,,36.2214,23.300250626566417,39.441599000624606,,,,,0.3736728337026783,-16.14134837405819,,,,0.0,,
216,10000,2000,8000,0,0,0,670,358,312,6.117910447761194,9.929487179487179,2.7960893854748603,,,,,,,,,,-0.7374393894799732,-0.43992424092266547,-0.8118181766193002,0.8,,,,,,,36.2092,23.3075,39.434625,,,,,0.37189393569663476,-16.127124999999996,,,,0.0,,
217,10000,2004,7996,0,0,0,647,338,309,5.576506955177743,8.828478964401295,2.603550295857988,,,,,,,,,,-0.7385228411890907,-0.4424263082351762,-0.8127321273371205,0.7996,,,,,,,36.1979,23.248003992015967,39.44347173586793,,,,,0.3703058191019443,-16.195467743851964,,,,0.0,,
218,10000,2001,7999,0,0,0,637,352,285,6.3014128728414445,10.596491228070175,2.8238636363636362,,,,,,,,,,-0.7357615271234144,-0.43523070533427205,-0.8109411963820808,0.7999,,,,,,,36.0864,23.157421289355323,39.320665083135395,,,,,0.3757104910478088,-16.163243793780072,,,,0.0,,
219,10000,2014,7986,0,0,0,678,373,305,6.17551622418879,9.944262295081968,3.0938337801608577,,,,,,,,,,-0.7351493547053125,-0.42684307347657163,-0.8129015273067005,0.7986,,,,,,,36.0444,22.94240317775571,39.34861006761833,,,,,0.3860584538301289,-16.40620688986262,,,,0.0,,
220,10000,1977,8023,0,0,0,720,393,327,6.168055555555555,9.238532110091743,3.61323155216285,,,,,,,,,,-0.739268527969775,-0.44583016449744817,-0.8115765978419913,0.8023,,,,,,,35.9526,23.320182094081943,39.06543686900162,,,,,0.36574643334454315,-15.74525477491968,,,,0.0,,
221,10000,1950,8050,0,0,0,646,342,304,6.3730650154798765,10.667763157894736,2.5555555555555554,,,,,,,,,,-0.7387702721545244,-0.457498335075863,-0.8069044680928337,0.805,,,,,,,35.941,23.774358974358975,38.88819875776397,,,,,0.34940613301697065,-15.113839783404998,,,,0.0,,
222,10000,1991,8009,0,0,0,650,315,335,5.444615384615385,7.408955223880597,3.3555555555555556,,,,,,,,,,-0.7354705454037961,-0.4350625942229744,-0.8101505592383592,0.8009,,,,,,,35.8555,23.16926167754897,39.009239605443874,,,,,0.3750879650153848,-15.839977927894903,,,,0.0,,
223,10000,1994,8006,0,0,0,662,362,300,6.632930513595166,10.86,3.1298342541436464,,,,,,,,,,-0.7361297705866292,-0.44150244289748974,-0.8095105963937917,0.8006,,,,,,,35.6735,23.180541624874625,38.78503622283287,,,,,0.368008153496302,-15.604494597958247,,,,0.0,,
224,10000,1997,8003,0,0,0,667,354,313,5.941529235382309,8.527156549520766,3.6553672316384183,,,,,,,,,,-0.7360892745813122,-0.442210859545622,-0.8094211744721374,0.8003,,,,,,,35.5843,23.11667501251878,38.6953642384106,,,,,0.36721031492651535,-15.578689225891818,,,,0.0,,
225,10000,2003,7997,0,0,0,715,370,345,6.9944055944055945,10.353623188405797,3.862162162162162,,,,,,,,,,-0.7354300030049492,-0.43528419297701093,-0.8106072016401825,0.7997,,,,,,,35.2653,22.894158761857213,38.363886457421536,,,,,0.3753230086631716,-15.469727695564323,,,,0.0,,
226,10000,1997,8003,0,0,0,680,376,304,5.923529411764706,9.164473684210526,3.3031914893617023,,,,,,,,,,-0.7329362360065673,-0.42988775818133845,-0.8085563547391653,0.8003,,,,,,,35.0875,22.801702553830747,38.1531925527927,,,,,0.37866859655782686,-15.351489998961956,,,,0.0,,
227,10000,1994,8006,0,0,0,697,374,323,6.0028694404591105,9.944272445820433,2.5989304812834226,,,,,,,,,,-0.735667545760836,-0.4362128435779291,-0.8102506929195565,0.8006,,,,,,,35.1752,22.95987963891675,38.21758680989258,,,,,0.3740378493416274,-15.25770717097583,,,,0.0,,
228,10000,1988,8012,0,0,0,666,355,311,7.2642642642642645,11.588424437299036,3.476056338028169,,,,,,,,,,-0.7355084045189078,-0.4377562169235136,-0.809389002239782,0.8012,,,,,,,34.9582,22.97887323943662,37.93060409385921,,,,,0.3716327853162685,-14.951730854422589,,,,0.0,,
229,10000,2017,7983,0,0,0,671,340,331,5.845007451564829,9.105740181268882,2.6705882352941175,,,,,,,,,,-0.7341601948511929,-0.43603687478324665,-0.809484601287,0.7983,,,,,,,34.8929,22.61477441745166,37.99511461856445,,,,,0.3734477265037533,-15.38034020111279,,,,0.0,,
230,10000,2013,7987,0,0,0,676,374,302,6.508875739644971,11.33774834437086,2.609625668449198,,,,,,,,,,-0.7315382662479933,-0.4265596833732628,-0.8084034080192256,0.7987,,,,,,,34.8197,22.740188772975657,37.86415425065732,,,,,0.38184372464596283,-15.123965477681665,,,,0.0,,
231,10000,1983,8017,0,0,0,687,380,307,6.943231441048035,11.17915309446254,3.5210526315789474,,,,,,,,,,-0.7313885627058715,-0.4301625904225158,-0.8058966209618144,0.8017,,,,,,,34.6882,22.876449823499748,37.60982911313459,,,,,0.37573403053929855,-14.73337928963484,,,,0.0,,
232,10000,1971,8029,0,0,0,685,368,317,5.500729927007299,8.220820189274448,3.157608695652174,,,,,,,,,,-0.7305799352581756,-0.4273307208169873,-0.8050231039795085,0.8029,,,,,,,34.647,22.835616438356166,37.546518869099515,,,,,0.3776923831625212,-14.71090243074335,,,,0.0,,
233,10000,1963,8037,0,0,0,695,369,326,6.369784172661871,9.542944785276074,3.5663956639566394,,,,,,,,,,-0.7358550038626344,-0.4476930128290084,-0.8062372345953713,0.8037,,,,,,,34.5894,22.81711665817626,37.464725643896976,,,,,0.3585442217663629,-14.647608985720716,,,,0.0,,
234,10000,1981,8019,0,0,0,669,359,310,4.997010463378176,7.764516129032258,2.6072423398328692,,,,,,,,,,-0.7335708564216958,-0.4338302425369804,-0.8076182633434594,0.8019,,,,,,,34.4812,22.641090358404846,37.406160369123334,,,,,0.37378802080647905,-14.765070010718489,,,,0.0,,
235,10000,1971,8029,0,0,0,675,367,308,6.7807407407407405,11.662337662337663,2.683923705722071,,,,,,,,,,-0.7323635929243948,-0.4290307299794918,-0.8068272961084031,0.8029,,,,,,,34.4005,22.460172501268392,37.331672686511396,,,,,0.37779656612891127,-14.871500185243004,,,,0.0,,
236,10000,1962,8038,0,0,0,684,356,328,5.232456140350878,9.079268292682928,1.6882022471910112,,,,,,,,,,-0.7350019825080321,-0.4375024302142011,-0.8076188177407388,0.8038,,,,,,,34.5096,22.92558613659531,37.337148544414035,,,,,0.37011638752653775,-14.411562407818725,,,,0.0,,
237,10000,1974,8026,0,0,0,689,356,333,6.583454281567489,9.6996996996997,3.668539325842697,,,,,,,,,,-0.7357521482123907,-0.4332447114700465,-0.8101540520411207,0.8026,,,,,,,34.3912,22.78470111448835,37.245826065287815,,,,,0.37690934057107417,-14.461124950799466,,,,0.0,,
238,10000,1956,8044,0,0,0,686,388,298,6.275510204081633,8.385906040268456,4.654639175257732,,,,,,,,,,-0.7369951138176655,-0.4422722496585402,-0.8086606934167765,0.8044,,,,,,,34.3164,22.726993865030675,37.134510193933366,,,,,0.3663884437582363,-14.407516328902691,,,,0.0,,
239,10000,1949,8051,0,0,0,664,352,312,6.269578313253012,9.76923076923077,3.1676136363636362,,,,,,,,,,-0.7366811471789809,-0.4408265654128306,-0.8083021358589247,0.8051,,,,,,,34.2681,22.800410466906104,37.04421810955161,,,,,0.36747557044609414,-14.243807642645503,,,,0.0,,
240,10000,1968,8032,0,0,0,636,328,308,6.012578616352202,9.996753246753247,2.2713414634146343,,,,,,,,,,-0.7342408058697979,-0.43220560502861555,-0.8082454467133545,0.8032,,,,,,,34.1353,22.614837398373982,36.95804282868526,,,,,0.376039841684739,-14.343205430311276,,,,0.0,,
241,10000,2009,7991,0,0,0,699,353,346,6.4034334763948495,9.95664739884393,2.9206798866855523,,,,,,,,,,-0.7329645599440361,-0.4186724264112345,-0.8119800644199964,0.7991,,,,,,,34.0522,22.142359382777503,37.046427230634464,,,,,0.3933076380087619,-14.904067847856961,,,,0.0,,
242,10000,1981,8019,0,0,0,694,395,299,5.899135446685879,10.267558528428093,2.5924050632911393,,,,,,,,,,-0.7356331096534952,-0.43796051351889215,-0.8091696370188335,0.8019,,,,,,,34.1088,22.498233215547703,36.977054495573014,,,,,0.37120912349994134,-14.478821280025311,,,,0.0,,
243,10000,1988,8012,0,0,0,668,353,315,6.50748502994012,10.8,2.677053824362606,,,,,,,,,,-0.7337535428484506,-0.42984478257175435,-0.8091617574552994,0.8012,,,,,,,34.1427,22.559356136820927,37.01684972541188,,,,,0.37931697488354504,-14.457493588590953,,,,0.0,,
244,10000,1989,8011,0,0,0,700,382,318,6.397142857142857,11.578616352201259,2.0837696335078535,,,,,,,,,,-0.7331398638259764,-0.43296394717045406,-0.8076686240591351,0.8011,,,,,,,34.0492,22.802916038210157,36.841467981525405,,,,,0.37470467688868103,-14.038551943315248,,,,0.0,,
245,10000,1983,8017,0,0,0,698,374,324,5.144699140401146,8.845679012345679,1.9385026737967914,,,,,,,,,,-0.7344277689763986,-0.4325570297468815,-0.8090953099383709,0.8017,,,,,,,34.0951,23.066061522945034,36.823125857552704,,,,,0.3765382801914894,-13.75706433460767,,,,0.0,,
246,10000,1982,8018,0,0,0,693,377,316,6.3232323232323235,9.822784810126583,3.389920424403183,,,,,,,,,,-0.7364559343358357,-0.43696854736617874,-0.8104873637414055,0.8018,,,,,,,33.9715,22.784561049445006,36.73684210526316,,,,,0.37351881637522677,-13.952281055818151,,,,0.0,,
247,10000,1960,8040,0,0,0,666,360,306,6.276276276276277,10.052287581699346,3.066666666666667,,,,,,,,,,-0.7370425553565668,-0.44659434922067254,-0.8078483369518842,0.804,,,,,,,33.8809,22.89234693877551,36.559701492537314,,,,,0.36125398773121165,-13.667354553761804,,,,0.0,,
248,10000,1963,8037,0,0,0,642,336,306,5.526479750778816,8.290849673202615,3.0089285714285716,,,,,,,,,,-0.7391082601385313,-0.44198301848445165,-0.8116797232923146,0.8037,,,,,,,34.0377,22.86092715231788,36.767574965783254,,,,,0.369696704807863,-13.906647813465373,,,,0.0,,
249,10000,1958,8042,0,0,0,660,365,295,6.066666666666666,9.684745762711865,3.1424657534246574,,,,,,,,,,-0.735751230644011,-0.43475468602029504,-0.8090353930878356,0.8042,,,,,,,34.0966,23.046475995914196,36.78699328525242,,,,,0.3742807070675405,-13.740517289338225,,,,0.0,,
250,10000,1957,8043,0,0,0,708,374,334,7.063559322033898,10.910179640718562,3.628342245989305,,,,,,,,,,-0.7324514632995207,-0.4193291546853409,-0.8086394973611829,0.8043,,,,,,,33.9298,22.812979049565662,36.63471341539227,,,,,0.389310342675842,-13.821734365826607,,,,0.0,,
251,10000,1958,8042,0,0,0,725,392,333,6.526896551724138,10.0990990990991,3.49234693877551,,,,,,,,,,-0.7338272923973175,-0.42369627111270625,-0.8093354420709395,0.8042,,,,,,,33.9498,22.79826353421859,36.664884357125096,,,,,0.3856391709582333,-13.866620822906505,,,,0.0,,
252,10000,1938,8062,0,0,0,685,386,299,5.642335766423358,8.25418060200669,3.6191709844559585,,,,,,,,,,-0.7343263895363377,-0.4284905411857941,-0.8078453518413927,0.8062,,,,,,,33.909,22.75902992776058,36.58930786405359,,,,,0.3793548106555986,-13.830277936293008,,,,0.0,,
